"chr","chromStart","chromEnd","name","score","strand","thickStart","thickEnd","itemRgb","blockCount","blockSizes","blockStarts","geneID","ReadsCount.input.Control","ReadsCount.IP.Control","ReadsCount.input.Treated","ReadsCount.IP.Treated","ModLog2FC_control","ModLog2FC_treated","DiffModLog2FC","pvalue","padj"
"chr21",34635336,34635961,"peak_4725",0.0383847355550872,"+",34635336,34635961,0,1,"625","0","3455,3588",27,500,106,678,4.37715056754667,4.39955408678314,0.0115482851688544,0.947724935185201,0.973744557308363
"chr21",34668778,34668903,"peak_4726",0.125165184866638,"+",34668778,34668903,0,1,"125","0","3455,3588",56,206,105,113,2.27313029141447,2.34319257897278,0.0345078176622476,0.840254534588003,0.91689905461397
"chr21",34669378,34669503,"peak_4727",0.0355836728209531,"+",34669378,34669503,0,1,"125","0","3455,3588",30,112,60,47,2.67717402965577,2.70650466303243,0.0101538693824156,0.951804152373214,0.975636966331212
"chr5",99871623,99897862,"peak_4728",5.35392638510241,"+",99871623,99897862,0,2,"45,105","0,26134","345757",32,140,16,74,2.33644444525843,4.05526458669692,1.25677616819393,0.00307976443263339,0.0244516158145738
"chr21",34809307,34809507,"peak_4729",0.0145378594469623,"+",34809307,34809507,0,1,"200","0","3460",33,220,87,144,3.31309034435924,3.30346545101313,-0.00416853258080435,0.979981193476409,0.98997372531947
"chr9",34256661,34256836,"peak_4730",0,"-",34256661,34256836,0,1,"175","0","347240",8,119,9,22,4.03980192024364,2.94677767598748,-0.154272509916972,0.213600099394802,NA
"chr9",34255886,34256111,"peak_4731",0,"-",34255886,34256111,0,1,"225","0","347240",13,148,7,39,3.56127180973139,3.9024830687605,0.0556573007758956,0.668657224033096,NA
"chrX",118892725,118893000,"peak_4732",1.49547552635805,"+",118892725,118893000,0,1,"275","0","347454",21,399,2,124,2.69789587685317,4.31209968932685,0.220397189114422,0.14468767179733,0.35466391909492
"chrX",118893500,118894075,"peak_4733",3.64048028937892,"+",118893500,118894075,0,1,"575","0","347454",86,1901,36,565,4.32454304123702,5.07587164623917,0.566119496372429,0.0151498184676405,0.0801874188614557
"chr15",25207270,25213142,"peak_4734",1.0006066367046,"+",25207270,25213142,0,2,"86,64","0,5808","347746,6638,8926",81,303,76,142,1.95248477354137,2.31948667884175,0.200019163210856,0.262102231147775,0.499789799935746
"chr12",47472764,47472814,"peak_4735",1.91493711506066,"-",47472764,47472814,0,1,"50","0","347902",140,560,75,147,2.14967880482333,2.64135488410955,0.327403957540731,0.0905181361540532,0.26518349404575
"chr12",47472239,47472664,"peak_4736",13.8213469149089,"-",47472239,47472664,0,1,"425","0","347902",429,4895,279,1407,3.84641519181653,4.45744187805422,0.575069139947544,2.91027640225423e-06,6.90812198997287e-05
"chr12",47471414,47472189,"peak_4737",2.03032552915716,"-",47471414,47472189,0,1,"775","0","347902",558,5536,563,1378,3.67826393186315,3.48004655669816,-0.180400188675177,0.0799346388976721,0.244799831624121
"chr12",132589595,132593337,"peak_4738",0.687887551713831,"+",132589595,132593337,0,2,"254,221","0,3521","347918",35,549,44,179,4.16184323503724,3.8234316870074,-0.142512502029075,0.38547556158051,0.620762128071966
"chr15",99251046,99434613,"peak_4739",0.311499422581461,"+",99251046,99434613,0,2,"290,60","0,183507","3480",172,1330,107,355,2.94591444866316,3.05321313609157,0.0755734671265754,0.636453802368942,0.805803835388683
"chr15",99500502,99501002,"peak_4740",3.1888827845402,"+",99500502,99501002,0,1,"500","0","3480",207,2075,127,683,3.33058413516035,3.76531754527091,0.361492620788624,0.023962118956892,0.109660602886682
"chr15",99501352,99501802,"peak_4741",0.0463539888168073,"+",99501352,99501802,0,1,"450","0","3480",102,945,62,219,3.26052891475009,3.23820888794464,-0.0133985173616139,0.937554922767907,0.968380552071957
"chr15",99504977,99505277,"peak_4742",1.5992145024033,"+",99504977,99505277,0,1,"300","0","3480",33,280,51,99,3.22328377224549,2.58062431776162,-0.30591828016977,0.128447825594506,0.330056633212182
"chr15",99505777,99506227,"peak_4743",0.276926790293295,"+",99505777,99506227,0,1,"450","0","3480",49,325,58,122,3.08784624397587,3.24319229308005,0.0724104841336078,0.669887598630574,0.825347289782248
"chr15",65243272,65249465,"peak_4744",1.48095454528014,"+",65243272,65249465,0,2,"176,24","0,6169","348094",14,161,18,40,3.62399096586,2.6717683547447,-0.239252434702511,0.1469375890265,0.358251699784027
"chr6",160525942,160526317,"peak_4745",0.210629429844233,"+",160525942,160526317,0,1,"375","0","3482",236,1537,340,829,2.75094006633753,2.69935479787481,-0.0424915747009425,0.743368729590425,0.86416012677062
"chr7",45960740,45960865,"peak_4746",27.6807793572238,"-",45960740,45960865,0,1,"125","0","3486",201,2641,143,692,2.50257549476041,1.23642905259201,-1.22857158797607,7.52131005564283e-11,4.64788217578642e-09
"chr7",45952818,45953343,"peak_4747",14.7933472708051,"-",45952818,45953343,0,1,"525","0","3486",3785,31542,2591,7079,3.44719154122566,3.67687834826418,0.22620348913871,1.34307167171649e-06,3.52175171864685e-05
"chr3",196293806,196294031,"peak_4748",0,"-",196293806,196294031,0,1,"225","0","348793",4,135,18,30,5.32897046940625,2.68995679658237,-1.78248661469013,0.00509357982211392,NA
"chr3",196288096,196288171,"peak_4749",0,"-",196288096,196288171,0,1,"75","0","348793",9,80,20,29,3.50354015373384,2.69357511212742,-0.150384491164826,0.283492677420344,NA
"chr3",196288021,196288071,"peak_4750",0,"-",196288021,196288071,0,1,"50","0","348793",8,70,14,13,3.78048821908133,2.61649143036805,-0.163630678460897,0.19480790286653,NA
"chr3",196281558,196281633,"peak_4751",0,"-",196281558,196281633,0,1,"75","0","348793",16,81,16,22,2.61778262081093,2.47373767110705,-0.0240461612721689,0.842765445795008,NA
"chr3",196281058,196281258,"peak_4752",0.750888219450331,"-",196281058,196281258,0,1,"200","0","348793",16,113,22,44,3.58555320602999,4.15017332483075,0.139457521512939,0.356571546938613,0.594237592495071
"chr3",100120511,100120661,"peak_4753",0,"+",100120511,100120661,0,1,"150","0","348801",9,72,5,25,3.22873607860441,4.22156406352918,0.117603538402594,0.304056400176936,NA
"chr4",3949196,3949346,"peak_4754",0,"-",3949196,3949346,0,1,"150","0","348926",4,88,6,24,4.45517485860072,3.32226282448426,-0.112039841860818,0.286066874258781,NA
"chr1",86048905,86049080,"peak_4755",70.0703994427774,"+",86048905,86049080,0,1,"175","0","3491",190,2835,149,89,4.63826091000734,2.17761344348674,-2.41406178477347,3.6584688851676e-24,8.06692389179455e-22
"chr7",39833978,39834078,"peak_4756",0,"+",39833978,39834078,0,1,"100","0","349114",7,106,1,29,3.43264449519674,5.29212706999205,0.113829837148438,0.189374972154742,NA
"chr12",121177329,121177504,"peak_4757",15.6531123912768,"+",121177329,121177504,0,1,"175","0","35",44,299,30,601,1.73794962515676,3.67638833160316,1.77937891781445,6.84082499875509e-07,1.94063403912052e-05
"chr11",68704022,68704222,"peak_4758",1.91568240735936,"+",68704022,68704222,0,1,"200","0","3508",29,291,45,136,2.81867253834724,2.09142456069695,-0.361556452509891,0.0903807740156102,0.26504653635954
"chr11",68707566,68707841,"peak_4759",2.93505553998431,"+",68707566,68707841,0,1,"275","0","3508",33,334,46,116,2.96167463512669,2.06256338581462,-0.534758930742729,0.0310514187468514,0.13075558362932
"chr21",27512629,27543027,"peak_4760",7.01354340792147,"-",27512629,27543027,0,2,"79,146","0,30252","351",129,927,52,425,2.11298696118916,3.06166789424231,0.8084399064483,0.0006988048237632,0.00773950273989791
"chr21",27484347,27512554,"peak_4761",27.18952379807,"-",27484347,27512554,0,2,"116,84","0,28123","351",349,984,293,567,1.76000025010832,2.93429860364962,1.12245136346995,1.08418245439885e-10,6.53337774694266e-09
"chr4",26432622,26432897,"peak_4762",0.215855357753195,"+",26432622,26432897,0,1,"275","0","3516",65,361,139,136,3.2307980343045,3.12954340044543,-0.056618405960039,0.737928404822491,0.861035510024523
"chr12",123956683,123957058,"peak_4763",5.12753613036628,"-",123956683,123957058,0,1,"375","0","353116",65,581,126,536,3.53852191761108,4.29821679399639,0.619608102393255,0.00377973406619179,0.0286060452251718
"chr17",74077028,74077629,"peak_4764",2.45738280445244,"+",74077028,74077629,0,3,"171,125,4","0,330,597","353174",237,1328,216,522,2.65781854669892,3.01349149870441,0.293745659101302,0.0505017575396562,0.182076570661369
"chr17",74078818,74078868,"peak_4765",2.33542449943712,"+",74078818,74078868,0,1,"50","0","353174",75,376,102,146,2.14256649376537,1.55534230452409,-0.3926298591438,0.0574685177607022,0.198137725413764
"chr3",44489386,44489786,"peak_4766",1.83026838128989,"-",44489386,44489786,0,1,"400","0","353274",16,246,35,85,4.24110286501566,3.3327435984789,-0.327771976719471,0.0980536079022294,0.281212303018423
"chr3",44488711,44488936,"peak_4767",0.0502277763528208,"-",44488711,44488936,0,1,"225","0","353274",14,127,28,77,3.49866924755856,3.54897143895379,0.0125646548830266,0.932137687574415,0.965783836485154
"chr3",44487111,44488261,"peak_4768",0.283290622652997,"-",44487111,44488261,0,1,"1150","0","353274",73,911,78,316,3.78380140864249,3.66181172934082,-0.0718305538125709,0.662572009468525,0.821714640913158
"chr4",2242316,2242491,"peak_4769",1.89423175689839,"-",2242316,2242491,0,1,"175","0","353497,79441",19,136,52,43,3.59989987943574,2.69925204487588,-0.34819704794264,0.0923064284224572,0.269016812422553
"chr8",42188491,42189091,"peak_4770",3.99281501540812,"+",42188491,42189091,0,1,"600","0","3551",61,606,64,345,3.54209086315647,4.33143674188312,0.588495824948474,0.0109265180616362,0.0628120421174624
"chr16",27373841,27374516,"peak_4771",1.34913217878435,"+",27373841,27374516,0,1,"675","0","3566",116,1631,187,1513,3.37214795708572,3.63559350289992,0.206786517417897,0.171823826628456,0.39252809451973
"chr16",27374541,27374591,"peak_4772",0.0764154023029387,"+",27374541,27374591,0,1,"50","0","3566",14,127,31,119,2.90854112799957,2.83867901294697,-0.0172423468138967,0.899394486009274,0.948411195106049
"chr16",27374741,27375966,"peak_4773",0.139339264289801,"+",27374741,27375966,0,1,"1225","0","3566",132,2337,280,2100,4.06395262920198,4.10273283171141,0.0308078686293124,0.82258788062156,0.907934882570008
"chr16",27375991,27376066,"peak_4774",0,"+",27375991,27376066,0,1,"75","0","3566",19,86,32,42,2.49195459982272,2.47646132665581,-0.00501577927275564,0.979302383279569,NA
"chr1",154437811,154437936,"peak_4775",0,"+",154437811,154437936,0,1,"125","0","3570",9,70,3,33,2.82308527874834,4.57670944125547,0.188099707237869,0.11480012882915,NA
"chr1",154438111,154438411,"peak_4776",0.278611924820377,"+",154438111,154438411,0,1,"300","0","3570",10,167,9,69,4.17695549377796,4.50247839608959,0.0552661634501862,0.667478592515623,0.824383808783239
"chr5",55272108,55278638,"peak_4777",33.6311377998707,"-",55272108,55278638,0,2,"13,87","0,6443","3572",86,216,115,379,1.50077353108525,3.46387171331916,1.88802942116695,8.90954045182327e-13,7.5165531707469e-11
"chr5",55236649,55237024,"peak_4778",2.10861561348245,"-",55236649,55237024,0,1,"375","0","3572",79,1705,280,1619,5.2056484479351,5.56151525013109,0.278380639110103,0.0729640588613334,0.231869406836769
"chr5",35876545,35876695,"peak_4779",0.286775936562924,"+",35876545,35876695,0,1,"150","0","3575",27,150,19,24,2.89494258914378,2.62627161264982,-0.0641688592532887,0.659874893090953,0.819731909445381
"chr5",35877745,35878120,"peak_4780",0.886587703676756,"+",35877745,35878120,0,1,"375","0","3575",26,370,22,51,4.48703733489993,3.94529527135166,-0.169290618013388,0.299157507025271,0.540891936854115
"chrX",117925965,117926140,"peak_4781",1.18248054648269,"+",117925965,117926140,0,1,"175","0","3597",67,299,199,152,2.89785246989072,2.53401114303636,-0.228561742080316,0.208807254387194,0.440593297534702
"chr15",40845735,40846035,"peak_4782",0.282041243199118,"-",40845735,40846035,0,1,"300","0","359821,90416",30,299,44,128,3.49920812802958,3.31056979730609,-0.0723841083655379,0.664148014086589,0.822426557169041
"chr17",292720,292845,"peak_4783",4.79960484798081,"-",292720,292845,0,1,"125","0","359845",84,254,49,93,1.85172613128689,2.88620492513812,0.781100545909826,0.00509251289102668,0.0359066570267012
"chr1",234743564,234744352,"peak_4784",5.07819473065165,"-",234743564,234744352,0,3,"34,81,160","0,215,628","359948",111,688,95,477,2.21314370087479,2.98833299097107,0.629204696295063,0.00395721610639446,0.0296013189392745
"chr1",234742664,234743439,"peak_4785",8.15735077667804,"-",234742664,234743439,0,1,"775","0","359948",348,5800,637,4533,4.25731465478222,4.65283636666625,0.3712583682439,0.000269321043345796,0.00350261764415672
"chr10",124815890,124815990,"peak_4786",0,"+",124815890,124815990,0,1,"100","0","36",3,51,14,32,4.42400093726699,3.32268389058382,-0.101062635725954,0.32878272265865,NA
"chr1",197128488,197128913,"peak_4787",0.449326662063113,"-",197128488,197128913,0,1,"425","0","360023",28,326,55,175,4.24421561473721,4.50388088117609,0.107188653502854,0.529837468106227,0.732384588431781
"chr17",80551590,80551740,"peak_4788",0.983443706145878,"+",80551590,80551740,0,1,"150","0","3607",20,140,13,75,2.29715356227849,3.01719477999993,0.173585487985858,0.266823714221913,0.505771024858913
"chr17",80559400,80560375,"peak_4789",4.02409876085236,"+",80559400,80560375,0,1,"975","0","3607",835,19114,637,5904,4.66839397503571,4.88530018467708,0.208256533630648,0.0105545396138591,0.061464671868944
"chr17",80560675,80560800,"peak_4790",0.156209301572101,"+",80560675,80560800,0,1,"125","0","3607",34,188,34,53,2.72191920957165,2.60249049208558,-0.040574746497823,0.801185763762273,0.897379852230614
"chr17",80560975,80561250,"peak_4791",2.74362360141288,"+",80560975,80561250,0,1,"275","0","3607",48,767,67,216,4.1992582813308,3.51991197816095,-0.457012376136286,0.0379813925994908,0.149309348055211
"chr17",80561400,80561575,"peak_4792",0.818651204465366,"+",80561400,80561575,0,1,"175","0","3607",42,215,52,58,2.65258602348827,2.20824015647535,-0.172043051297106,0.32729959854541,0.566971764679811
"chr17",80562075,80562150,"peak_4793",0.207852720501402,"+",80562075,80562150,0,1,"75","0","3607",30,128,28,37,2.24309747791176,2.06905754959106,-0.0494601911105548,0.746151557039311,0.865824949933668
"chr1",153641007,153643420,"peak_4794",5.78288279783384,"-",153641007,153643420,0,4,"45,43,60,27","0,1304,1639,2386","3608",129,710,164,204,2.54443221501071,1.8020535369504,-0.624219039174536,0.00207235983748437,0.018162633372424
"chr19",10801384,10803095,"peak_4795",0.374535046957753,"+",10801384,10803095,0,1,"1711","0","3609",779,11305,518,3148,3.83175004354852,3.88670154316986,0.0510617789045667,0.586363959585169,0.771353965292636
"chr13",111371775,111372475,"peak_4796",1.74752162425761,"+",111371775,111372475,0,1,"700","0","3621",292,3111,223,1073,3.4851673208074,3.72894025062186,0.208697460280748,0.10726127929143,0.297812946216352
"chr4",184431672,184432197,"peak_4797",4.79327601403217,"+",184431672,184432197,0,1,"525","0","3622",38,524,78,109,4.52849633376504,3.41472415552653,-0.829385442807381,0.00515207411902257,0.036064518833158
"chr7",41739994,41740119,"peak_4798",2.12429851139089,"-",41739994,41740119,0,1,"125","0","3624",104,497,286,239,2.92337065741489,2.49818168737601,-0.318259424329732,0.0718352029042983,0.229362507737035
"chr7",41729100,41730100,"peak_4799",21.5005790094313,"-",41729100,41730100,0,1,"1000","0","3624",764,12154,1762,7326,4.13641855774965,3.70532306318604,-0.418630298369424,7.74683644053941e-09,3.37039493928759e-07
"chr2",191236048,191236298,"peak_4800",0.816604488207259,"+",191236048,191236298,0,1,"250","0","3628",23,175,20,58,3.42372271542815,3.96623070709539,0.169120575150364,0.328306246148373,0.567776684515422
"chr2",99204098,99204148,"peak_4801",0,"+",99204098,99204148,0,1,"50","0","3631",7,47,22,22,3.52439062576264,3.09798676889071,-0.0572495027510286,0.620614473309015,NA
"chr2",99206798,99207073,"peak_4802",0.531631949006851,"+",99206798,99207073,0,1,"275","0","3631",3,121,9,67,5.58457048459472,4.8463962691242,-0.0782122990410308,0.474076188727811,0.691771772319852
"chr11",71948457,71948507,"peak_4803",0.526896694143636,"+",71948457,71948507,0,1,"50","0","3636",325,2093,150,542,1.90902757453496,1.77908592519659,-0.101760493787778,0.477004648467453,0.694046055703543
"chr11",71948682,71949539,"peak_4804",33.3579427368031,"+",71948682,71949539,0,3,"158,134,233","0,403,624","3636",1430,10865,482,3125,2.30920111895601,2.97887111227411,0.654848104823545,1.0860638580506e-12,9.083613405868e-11
"chr2",173369062,173369287,"peak_4805",1.62377428421859,"+",173369062,173369287,0,1,"225","0","3655",18,164,22,27,3.70444329287391,2.76167502083234,-0.273158987835197,0.124546651932846,0.324485454894549
"chr2",173369337,173369387,"peak_4806",0,"+",173369337,173369387,0,1,"50","0","3655",16,89,8,25,2.5261256827616,3.06208513710362,0.0828493585613614,0.50684339413629,NA
"chr15",78790490,78790815,"peak_4807",0.968917176613968,"+",78790490,78790815,0,1,"325","0","3658",44,266,96,144,3.35523769014768,3.74157329377861,0.201861572678772,0.271031497391726,0.510889370059166
"chr5",131826251,131826301,"peak_4808",3.52847048119766,"-",131826251,131826301,0,1,"50","0","3659",28,186,29,242,1.98898358459866,3.0656273840454,0.676024482288939,0.0168105876403092,0.0866611696526462
"chr5",131825115,131825165,"peak_4809",10.7736107209201,"-",131825115,131825165,0,1,"50","0","3659",43,162,43,216,1.76721355733921,3.42378340888014,1.45969420018696,3.26777182724367e-05,0.000571241842665191
"chr5",131819276,131819551,"peak_4810",3.90393941193194,"-",131819276,131819551,0,1,"275","0","3659",61,374,112,445,2.65192683030381,3.38183020129828,0.5548250767289,0.0118361849337888,0.0668031798880856
"chr2",227663420,227663506,"peak_4811",0.0448133040152019,"-",227663420,227663506,0,1,"86","0","3667",36,326,15,76,2.54137437258442,2.58218368739454,0.0111317330443456,0.940438715211005,0.969415258709857
"chr2",227662745,227663020,"peak_4812",6.49884835142527,"-",227662745,227663020,0,1,"275","0","3667",137,1456,81,248,2.85952824020399,2.02986009037324,-0.703745838861021,0.00109525142356123,0.0110573666091478
"chr2",227661070,227661670,"peak_4813",3.09645497534082,"-",227661070,227661670,0,1,"600","0","3667",291,4364,148,829,3.44146039693919,3.06395100415324,-0.316844453742006,0.0263549189494933,0.116916060195695
"chr2",227600782,227660995,"peak_4814",0.474926903413188,"-",227600782,227660995,0,2,"184,1291","0,58922","3667",462,8605,284,2146,4.02956455505023,3.94640878562771,-0.0743888267516645,0.508789070072091,0.719503243931916
"chr2",227600507,227600657,"peak_4815",3.88170455837712,"-",227600507,227600657,0,1,"150","0","3667",14,206,22,19,4.65015667139256,2.92444019672205,-0.951413772856841,0.0120930608247089,0.0678407270514649
"chr5",52097331,52097881,"peak_4816",0.596740699172756,"+",52097331,52097881,0,1,"550","0","3672,53918",106,1428,130,507,4.28197643899281,4.454479568794,0.121432302389462,0.432399076148177,0.661246140065338
"chr17",48167122,48167572,"peak_4817",104.563558734354,"+",48167122,48167572,0,1,"450","0","3675",1765,53871,327,1952,4.64461336906127,3.45272426726875,-1.17821809801279,8.25243930768786e-35,3.33604859013282e-32
"chr12",54789694,54789869,"peak_4818",2.56490047062747,"-",54789694,54789869,0,1,"175","0","3678",123,2093,1004,5101,4.2008530921694,3.90061017409495,-0.261600450168628,0.0453071875738979,0.169000512818899
"chr12",54789269,54789569,"peak_4819",8.83744096802245,"-",54789269,54789569,0,1,"300","0","3678",143,3134,1122,7094,4.34233689302749,3.81014350246774,-0.491062183026305,0.000154120360128616,0.00218607563445589
"chr16",16243871,16243946,"peak_4820",0,"-",16243871,16243946,0,1,"75","0","368",5,50,1,20,3.34164604041685,5.58241729009983,0.124969611651999,0.131670190129442,NA
"chr16",16243621,16243696,"peak_4821",0,"-",16243621,16243696,0,1,"75","0","368",5,71,6,22,4.03574352087685,3.72673069576385,-0.0294523659928999,0.767128629255841,NA
"chr10",33224456,33246731,"peak_4822",3.60738626972045,"-",33224456,33246731,0,2,"30,45","0,22230","3688",60,326,67,257,2.41208814728739,3.21654915013482,0.569841486304557,0.0156028389957387,0.082048099694665
"chr10",33190095,33190245,"peak_4823",0,"-",33190095,33190245,0,1,"150","0","3688",15,43,21,38,2.25725309362405,4.02775676548004,1.07771837514328,0.00780775319031937,NA
"chrX",47431027,47431320,"peak_4824",0.507027068697562,"+",47431027,47431320,0,1,"293","0","369",83,586,98,223,2.93061186439556,2.73983526400748,-0.117485361567456,0.48880178573016,0.703670984847673
"chr3",124482019,124482169,"peak_4825",8.26123213751586,"-",124482019,124482169,0,1,"150","0","3693",67,262,106,278,2.18417757995945,3.26182911073609,0.930206850758603,0.000247586832107558,0.00325927740177412
"chr17",7123497,7123838,"peak_4826",30.2879433970104,"+",7123497,7123838,0,2,"19,56","0,285","37",184,619,124,659,1.08131707108309,2.57872010138911,1.43657557835829,1.06143408269469e-11,7.62817294096583e-10
"chr14",93407704,93408079,"peak_4827",5.09576808488757,"-",93407704,93408079,0,1,"375","0","3705",86,1260,105,1302,3.29099429959101,3.98544716488587,0.572854117567802,0.00388217893042314,0.029242934769383
"chr15",41795358,41795708,"peak_4828",0.061998922113181,"+",41795358,41795708,0,1,"350","0","3706",18,331,27,225,3.80224808198251,3.74893773249358,-0.0156872081340028,0.918244092510922,0.957935933929136
"chr1",226923940,226924540,"peak_4829",0.339526906202067,"-",226923940,226924540,0,1,"600","0","3707",50,618,58,341,3.01887257614162,2.85392010259339,-0.0931674995696787,0.613265626105601,0.790300427562692
"chr1",226895554,226923715,"peak_4830",0.226324208638729,"-",226895554,226923715,0,2,"62,488","0,27673","3707",41,729,42,345,4.00546159819304,4.13255865685356,0.0589720548680368,0.72502906425033,0.854810059710378
"chr12",26491984,26492359,"peak_4831",2.02153880205773,"-",26491984,26492359,0,1,"375","0","3709",74,572,185,573,3.2426897348245,3.67055081416022,0.312267691983619,0.0808799146632262,0.246295333352988
"chr6",33663742,33663942,"peak_4832",1.72706427012582,"+",33663742,33663942,0,1,"200","0","3710",66,292,80,73,2.39706717985873,1.82229702790832,-0.324731213579339,0.110371468137695,0.302066003913092
"chr15",40710642,40710767,"peak_4833",1.26891830718428,"+",40710642,40710767,0,1,"125","0","3712",33,205,33,56,2.44104668563121,1.78838313641421,-0.240752441277122,0.188481912731705,0.414970789910825
"chr15",40710867,40711017,"peak_4834",3.88880785825808,"+",40710867,40711017,0,1,"150","0","3712",39,209,71,56,2.61128628920767,1.4522510510994,-0.762324502655404,0.0120096875403451,0.0675075252122993
"chr15",40711767,40711842,"peak_4835",0,"+",40711767,40711842,0,1,"75","0","3712",14,74,21,30,2.57910747051758,2.26979382842925,-0.0620037096341922,0.650318072443323,NA
"chr15",40712067,40712692,"peak_4836",0.463335365894418,"+",40712067,40712692,0,1,"625","0","3712",56,771,83,372,3.88678553089575,3.69633078423391,-0.11415766393686,0.517617956043421,0.72530748084758
"chr11",118444345,118444395,"peak_4837",0,"+",118444345,118444395,0,1,"50","0","372",12,83,22,23,3.01224226886611,1.94928086457113,-0.231571800549976,0.140671175858328,NA
"chr11",118471668,118471768,"peak_4838",2.00857417307,"+",118471668,118471768,0,1,"100","0","372",74,280,143,74,2.70087044572282,2.13514063577472,-0.35606576324906,0.0818153171635113,0.248518615443678
"chr6",15520485,15520560,"peak_4839",1.60814069005216,"+",15520485,15520560,0,1,"75","0","3720",10,76,52,169,3.60575958804602,4.48815330649601,0.255615282134333,0.126998716900367,0.328020823854032
"chr6",15521185,15521310,"peak_4840",6.68152112267608,"+",15521185,15521310,0,1,"125","0","3720",18,82,57,181,2.88928604543657,4.50063355038463,1.27893647630886,0.000938884276512931,0.009742305080993
"chr1",59249287,59249362,"peak_4841",0.0366533456037334,"-",59249287,59249362,0,1,"75","0","3725",90,435,98,249,1.66788315393822,1.64988445845307,-0.0105037011517942,0.950596278293903,0.974913857506072
"chr1",59248562,59249062,"peak_4842",5.54344274284458,"-",59248562,59249062,0,1,"500","0","3725",323,2789,458,1617,2.49408242441337,2.10385109582172,-0.35125977548178,0.00257909322677377,0.0214416130986796
"chr1",59248412,59248537,"peak_4843",13.782541026369,"-",59248412,59248537,0,1,"125","0","3725",188,1551,231,746,2.1293327890282,1.29623821156079,-0.767629550183819,2.99891613627032e-06,7.09645959855967e-05
"chr1",59248287,59248337,"peak_4844",0.0381911487401791,"-",59248287,59248337,0,1,"50","0","3725",99,808,59,413,1.84558743041284,1.8272615979848,-0.0105712223471279,0.948776559556176,0.973875227165636
"chr1",59247237,59248062,"peak_4845",13.8213469149089,"-",59247237,59248062,0,1,"825","0","3725",526,8218,643,5419,4.00208045224216,4.46746285465936,0.442967447378555,2.91220562141713e-06,6.90812198997287e-05
"chr19",12902634,12902684,"peak_4846",10.3332042915008,"+",12902634,12902684,0,1,"50","0","3726",221,765,206,658,1.15328484632357,1.91226339136388,0.693703606290074,4.65803600764226e-05,0.000775167501649146
"chr19",12902809,12903109,"peak_4847",0.29485871983697,"+",12902809,12903109,0,1,"300","0","3726",360,3125,348,2295,2.05626880189031,1.99622085326773,-0.0530216240772814,0.651651217442521,0.815152154670879
"chr19",12903159,12903234,"peak_4848",0.544103853797143,"+",12903159,12903234,0,1,"75","0","3726",212,1584,182,1224,1.50736452395069,1.37564798632459,-0.103963123737597,0.464675537997264,0.685817273298926
"chr19",12903509,12904125,"peak_4849",30.1830977568141,"+",12903509,12904125,0,1,"616","0","3726",552,9156,555,6020,4.00118560518834,4.68447236545388,0.663670369171614,1.14989941020724e-11,8.20317946899315e-10
"chr19",18392162,18392237,"peak_4850",0.226597899301703,"-",18392162,18392237,0,1,"75","0","3727",27,265,15,136,1.76502690758043,1.57182310024452,-0.0510308268825234,0.724715353808225,0.854647910860265
"chr19",18390812,18391587,"peak_4851",10.7300360570675,"-",18390812,18391587,0,1,"775","0","3727",537,8792,333,4706,3.24451002669106,3.72106194118158,0.450705637697016,3.38014054143357e-05,0.00058875863842164
"chr16",75675566,75675616,"peak_4852",15.1395458310718,"-",75675566,75675616,0,1,"50","0","3735",120,599,224,159,2.51261168500744,1.31223768233458,-1.10890618527061,1.03654446966959e-06,2.77040067348055e-05
"chr5",140051180,140051280,"peak_4853",0.0871014950985885,"-",140051180,140051280,0,1,"100","0","373863",25,176,24,81,2.50126815034716,2.58340614110566,0.0227233506670186,0.880585181224591,0.941412232880505
"chr5",140050880,140050955,"peak_4854",0.334472507020981,"-",140050880,140050955,0,1,"75","0","373863",22,130,28,62,2.24592386419657,1.97572603253698,-0.0787476115791,0.617236486614778,0.793074055487464
"chr11",58894552,58894777,"peak_4855",5.09320846552608,"+",58894552,58894777,0,1,"225","0","374393",19,256,30,29,4.39857483822471,2.6675034867698,-1.22932300009601,0.00389813117791681,0.0292948634300147
"chr11",62557754,62557872,"peak_4856",3.47201858617918,"+",62557754,62557872,0,1,"118","0","374395",53,216,45,80,2.78740034912553,3.81865115544717,0.653301434126047,0.0177972333393867,0.0901193934544519
"chr15",90171425,90171775,"peak_4857",1.65527519792778,"-",90171425,90171775,0,1,"350","0","374654",40,410,28,190,3.24224224951237,3.90637143390579,0.316660727888202,0.119863833355654,0.317477180239299
"chr15",90623193,90623318,"peak_4858",0.607520339896442,"+",90623193,90623318,0,1,"125","0","374655",23,199,25,86,2.50222337089882,2.07388652864552,-0.129441198571945,0.424615576071766,0.656323802313042
"chr19",5688119,5688394,"peak_4859",1.27006810747685,"+",5688119,5688394,0,1,"275","0","374875",15,151,30,201,3.2661054677281,3.96615935777559,0.227996818430236,0.188173654025817,0.414640197901084
"chr19",41931838,41932463,"peak_4860",3.33913217059844,"-",41931838,41932463,0,1,"625","0","374907",18,266,16,326,3.20143837454491,4.48579647696785,0.681950132066909,0.0204412363317897,0.0988145863931358
"chr19",41931288,41931388,"peak_4861",0,"-",41931288,41931388,0,1,"100","0","374907",5,46,3,50,2.84320504050989,4.81721717999416,0.178577088216553,0.0914630898184522,NA
